"Périmètre";"Périmètre.ID";"Année";"Qualification.Candidats.PR";"Qualification.Candidats.PR.femmes";"Qualification.Qualifiés.PR";"Qualification.Qualifiés.PR.femmes";"Qualification.Candidats.MCF";"Qualification.Candidats.MCF.femmes";"Qualification.Qualifiés.MCF";"Qualification.Qualifiés.MCF.femmes";"Concours.Postes.PR";"Concours.Candidats.PR";"Concours.Candidats.PR.femmes";"Concours.Recrutés.PR";"Concours.Recrutés.PR.femmes";"Concours.Postes.MCF";"Concours.Candidats.MCF";"Concours.Candidats.MCF.femmes";"Concours.Recrutés.MCF";"Concours.Recrutés.MCF.femmes"
"Section";"25";2011;101;0,109;97;0,113;252;19,8;201;0,189;36;219;0,155;36;0,056;57;506;0,227;57;0,123
"Section";"25";2012;110;0,155;104;0,154;258;24;223;0,229;34;218;0,161;33;0,061;42;425;0,235;42;0,262
"Section";"25";2013;118;0,161;112;0,161;283;18;242;0,174;17;208;0,154;17;0,059;32;450;0,216;32;0,188
"Section";"25";2014;111;0,162;100;0,15;290;23,1;238;0,214;16;198;0,157;15;0,067;19;443;0,214;18;0,111
"Section";"25";2015;99;0,131;95;0,137;305;23,6;277;0,213;28;219;0,16;28;0,107;20;484;0,223;20;0,35
"Section";"25";2016;74;0,122;68;0,118;296;22;256;0,207;19;153;0,157;17;0,294;30;495;0,251;30;0,2
"Section";"25";2017;87;0,161;82;0,159;230;18,3;203;0,153;15;140;0,121;15;0,133;25;437;0,206;24;0,167
"Section";"25";2018;95;0,168;90;0,156;222;22,5;197;0,218;14;136;0,154;14;0,143;22;420;0,193;22;0,091
"Section";"25";2019;81;0,099;79;0,089;280;22,5;248;0,226;15;143;0,175;15;0,067;22;338;0,219;21;0,238
"Section";"25";2020;91;0,209;81;0,21;259;24,3;230;0,23;8;160;0,169;8;0,25;27;455;0,222;27;0,222
"Section";"26";2009;140,394335986594;0,224;101;0,218;493,973007023719;25,2;256;0,301;41;210;0,152;34;0,147;86;545;0,261;80;0,288
"Section";"26";2010;115,195352604385;0,234;84;0,25;400,084301921608;25,6;251;0,259;38;181;0,182;36;0,222;84;493;0,272;82;0,268
"Section";"26";2011;138;0,159;100;0,16;426;26,8;289;0,27;37;212;0,132;35;0,171;75;534;0,272;74;0,189
"Section";"26";2012;136;0,213;111;0,225;394;26,6;271;0,292;28;180;0,178;26;0,154;56;421;0,276;55;0,327
"Section";"26";2013;139;0,23;97;0,247;440;26,1;290;0,248;33;192;0,198;30;0,3;49;439;0,271;49;0,265
"Section";"26";2014;145;0,234;110;0,245;455;30,3;310;0,303;31;152;0,263;30;0,333;52;486;0,247;51;0,255
"Section";"26";2015;127;0,157;98;0,173;411;31,9;284;0,331;19;129;0,178;19;0,263;48;493;0,28;47;0,277
"Section";"26";2016;99;0,192;78;0,218;436;31;291;0,309;19;126;0,206;18;0,111;50;577;0,326;50;0,38
"Section";"26";2017;136;0,191;111;0,207;408;29,2;290;0,307;27;132;0,182;26;0,192;31;430;0,26;30;0,367
"Section";"26";2018;121;0,264;98;0,255;330;31,8;244;0,307;26;163;0,178;26;0,192;30;457;0,278;29;0,414
"Section";"26";2019;117;0,179;102;0,176;402;29,4;266;0,323;19;151;0,139;19;0,158;41;365;0,288;39;0,359
"Section";"26";2020;126;0,27;99;0,283;408;29,4;267;0,277;21;161;0,217;21;0,524;42;422;0,268;42;0,381
"Section";"27";2009;183,902153110048;0,186;117;0,171;759,252187354067;24;466;0,215;74;176;0,188;60;0,217;141;689;0,238;131;0,16
"Section";"27";2010;178,647805878332;0,196;121;0,207;686,670614126879;26,7;440;0,264;53;157;0,172;47;0,149;139;684;0,254;134;0,291
"Section";"27";2011;204;0,176;136;0,184;709;21,2;450;0,204;69;229;0,197;58;0,19;108;647;0,204;102;0,225
"Section";"27";2012;179;0,223;128;0,258;669;21,7;450;0,2;70;232;0,185;65;0,123;119;677;0,242;117;0,205
"Section";"27";2013;172;0,227;120;0,267;652;23,5;449;0,227;41;190;0,237;40;0,075;97;674;0,24;94;0,202
"Section";"27";2014;170;0,135;103;0,155;625;27,5;435;0,29;33;161;0,193;33;0,121;94;602;0,239;90;0,267
"Section";"27";2015;185;0,205;127;0,244;627;26,6;410;0,237;32;208;0,26;31;0,29;52;535;0,234;50;0,16
"Section";"27";2016;171;0,228;121;0,256;607;26;406;0,246;32;165;0,194;31;0,226;73;564;0,232;70;0,186
"Section";"27";2017;188;0,202;125;0,224;553;26,8;365;0,236;31;178;0,213;31;0,258;74;602;0,272;73;0,26
"Section";"27";2018;204;0,181;139;0,187;566;29,7;382;0,296;34;161;0,18;31;0,065;68;558;0,292;66;0,182
"Section";"27";2019;174;0,23;123;0,268;570;28,8;327;0,269;41;214;0,234;35;0,286;66;468;0,308;64;0,297
"Section";"27";2020;193;0,212;124;0,234;579;30,4;353;0,275;40;188;0,213;35;0,2;70;446;0,265;68;0,324
"Section";"28";2009;197,796744960611;0,178;109;0,156;558,73533924587;29,1;373;0,322;32;124;0,21;30;0,267;43;405;0,257;43;0,256
"Section";"28";2010;131,24830740377;0,204;75;0,187;435,313204606484;26,8;292;0,247;21;62;0,161;20;0,05;39;377;0,268;38;0,289
"Section";"28";2011;117;0,179;74;0,176;475;28;335;0,287;33;102;0,186;32;0,219;42;440;0,259;39;0,282
"Section";"28";2012;138;0,188;103;0,184;448;26,1;322;0,242;24;130;0,123;23;0,087;28;373;0,239;28;0,143
"Section";"28";2013;145;0,262;105;0,238;439;29,2;314;0,264;16;78;0,205;16;0,25;36;466;0,238;36;0,194
"Section";"28";2014;129;0,279;95;0,242;434;27,2;320;0,231;10;70;0,129;10;0,1;25;351;0,236;25;0,16
"Section";"28";2015;105;0,257;81;0,247;416;30,3;304;0,273;12;63;0,143;12;0,333;19;274;0,23;19;0,316
"Section";"28";2016;107;0,168;74;0,216;402;23,9;271;0,236;13;80;0,075;13;0,077;16;251;0,227;16;0,188
"Section";"28";2017;108;0,25;80;0,288;334;28,4;230;0,23;10;63;0,159;9;0,222;8;180;0,211;8;0
"Section";"28";2018;116;0,207;85;0,224;298;29,9;202;0,317;7;86;0,116;7;0,143;8;109;0,312;8;0,25
"Section";"28";2019;126;0,175;96;0,177;324;30,9;230;0,27;15;76;0,263;14;0,286;8;162;0,247;8;0,25
"Section";"28";2020;94;0,191;65;0,246;317;30,9;247;0,312;13;80;0,163;13;0,231;15;240;0,313;14;0,429
"Section";"29";2009;62,660736347912;0,128;46;0,13;163,72285618536;22,6;117;0,205;9;28;0,179;8;0,25;16;135;0,178;14;0,143
"Section";"29";2010;80,334277369118;0,14;46;0,109;120,063427869264;25,2;99;0,273;10;38;0,132;10;0;12;128;0,25;11;0,455
"Section";"29";2011;50;0,06;44;0,068;142;22,5;123;0,22;7;43;0,093;7;0,143;9;153;0,183;9;0,222
"Section";"29";2012;49;0,184;40;0,175;127;25,2;111;0,261;6;45;0,089;5;0;7;93;0,204;7;0,143
"Section";"29";2013;33;0,152;22;0,182;134;22,4;106;0,217;4;19;0,158;3;0;6;91;0,198;6;0,667
"Section";"29";2014;40;0,15;33;0,182;164;21,3;132;0,227;6;28;0,107;6;0,333;6;123;0,171;6;0
"Section";"29";2015;53;0,226;39;0,179;117;24,8;95;0,253;2;28;0,214;2;0;5;64;0,188;5;0
"Section";"29";2016;50;0,02;34;0,029;103;21,4;82;0,207;4;34;0,059;4;0,25;2;17;0,118;2;0
"Section";"29";2017;41;0,098;20;0,2;96;22,9;77;0,234;0;0;0;0;0;2;54;0,315;2;0,5
"Section";"29";2018;29;0,172;26;0,192;97;19,6;84;0,179;1;1;0;1;0;4;71;0,127;4;0
"Section";"29";2019;40;0,175;35;0,2;112;22,3;100;0,23;2;24;0;2;0;4;45;0,156;4;0,5
"Section";"29";2020;28;0,25;24;0,25;72;30,6;57;0,316;5;31;0,194;5;0,2;4;36;0,306;4;0,5
"Section";"3";2009;0;NA;NA;NA;55,1509259259259;43,3;28;0,393;12;10;0,5;8;0,5;10;69;0,42;10;0,4
"Section";"3";2010;0;0;NA;NA;34,5722222222222;42,9;13;0,615;6;5;0,2;5;0,2;8;61;0,377;8;0,5
"Section";"3";2011;0;0;0;0;43;41,9;21;0,524;5;6;0,333;4;0,5;11;64;0,375;11;0,727
"Section";"3";2012;0;0;0;0;51;41,2;17;0,412;4;4;0;2;0;10;61;0,328;10;0,4
"Section";"3";2013;0;0;0;0;49;40,8;22;0,273;7;7;0,286;7;0,286;16;65;0,431;15;0,4
"Section";"3";2014;0;0;0;0;45;42,2;14;0,5;4;3;0;3;0;7;55;0,4;7;0,286
"Section";"3";2015;13;0,308;3;0,667;34;32,4;15;0,333;11;12;0,5;9;0,556;7;50;0,3;7;0,143
"Section";"3";2016;10;0,3;2;0,5;34;38,2;16;0,438;4;3;0;2;0;6;43;0,372;6;0,333
"Section";"3";2017;10;0,4;3;0,333;30;30;9;0,333;6;6;0,333;6;0,333;4;44;0,341;4;0,25
"Section";"3";2018;2;0,5;0;0;43;34,9;13;0,385;2;3;0,333;1;0;4;37;0,351;4;0,25
"Section";"3";2019;1;0;0;0;45;42,2;21;0,476;2;2;0;2;0;6;55;0,364;6;0,5
"Section";"3";2020;7;0,286;2;0;47;25,5;20;0,25;1;1;0;1;0;5;54;0,37;5;0,6
"Section";"30";2009;85,0759902432826;0,163;61;0,131;285,100496286805;26,4;232;0,28;16;46;0,087;16;0,063;20;201;0,269;19;0,211
"Section";"30";2010;57,3338195117774;0,21;47;0,191;209,015394517014;23,8;168;0,232;13;54;0,167;13;0,077;13;151;0,205;13;0
"Section";"30";2011;50;0,22;41;0,22;228;23,2;198;0,212;9;49;0,143;8;0;12;110;0,191;11;0,273
"Section";"30";2012;68;0,191;54;0,222;215;24,7;185;0,238;10;38;0,158;10;0,1;12;138;0,232;12;0,167
"Section";"30";2013;56;0,214;48;0,188;219;29,7;190;0,289;9;45;0,089;9;0;10;127;0,189;10;0,2
"Section";"30";2014;54;0,241;42;0,262;214;25,2;180;0,25;9;24;0,125;8;0,25;11;141;0,248;11;0,091
"Section";"30";2015;50;0,14;42;0,167;189;27,5;157;0,28;4;22;0,318;4;0;9;153;0,275;9;0,222
"Section";"30";2016;69;0,145;56;0,125;189;20,6;163;0,202;3;10;0,2;3;0,333;4;78;0,308;4;0,5
"Section";"30";2017;56;0,179;45;0,178;140;21,4;111;0,207;11;31;0,129;10;0,1;3;56;0,232;3;0
"Section";"30";2018;50;0,24;43;0,256;151;25,8;120;0,258;3;19;0,263;3;0;10;145;0,269;10;0,2
"Section";"30";2019;54;0,111;47;0,106;138;34,8;108;0,324;3;9;0;3;0;3;66;0,303;3;0,333
"Section";"30";2020;49;0,224;39;0,231;134;18,7;94;0,149;4;7;0,143;4;0;3;25;0,28;3;0,667
"Section";"31";2009;129,070712984647;0,267;80;0,238;471,369234432639;42,8;294;0,439;25;89;0,337;22;0,409;52;400;0,445;51;0,431
"Section";"31";2010;111,000813166797;0,364;75;0,333;399,674962761941;44,1;264;0,424;28;82;0,28;27;0,333;43;381;0,37;42;0,286
"Section";"31";2011;107;0,364;80;0,338;379;45,6;256;0,438;25;87;0,195;22;0,136;39;360;0,411;36;0,361
"Section";"31";2012;108;0,407;83;0,422;444;41,9;343;0,391;26;76;0,25;23;0,174;38;397;0,423;37;0,459
"Section";"31";2013;122;0,402;75;0,36;355;43,9;261;0,433;14;43;0,233;13;0,385;28;381;0,42;26;0,346
"Section";"31";2014;102;0,353;78;0,372;321;48,3;278;0,489;13;55;0,309;13;0,462;11;222;0,401;10;0,5
"Section";"31";2015;78;0,436;62;0,452;282;44,7;247;0,421;10;40;0,325;9;0,333;13;256;0,391;13;0,538
"Section";"31";2016;76;0,263;60;0,267;298;48;239;0,498;11;47;0,255;10;0,1;25;352;0,372;25;0,36
"Section";"31";2017;79;0,43;53;0,396;211;44,1;171;0,468;12;67;0,224;11;0,182;14;190;0,432;13;0,308
"Section";"31";2018;93;0,28;70;0,286;255;47,8;188;0,473;10;43;0,349;10;0,5;12;179;0,447;12;0,5
"Section";"31";2019;86;0,43;61;0,426;232;41,4;177;0,401;7;38;0,289;7;0,286;15;173;0,399;15;0,467
"Section";"31";2020;68;0,324;45;0,244;219;42,5;152;0,395;8;45;0,333;7;0,714;12;149;0,409;11;0,273
"Section";"32";2009;129,538919798237;0,291;61;0,246;486,23976305356;44,1;278;0,424;28;72;0,25;26;0,231;50;435;0,423;46;0,304
"Section";"32";2010;101,05873175749;0,318;47;0,298;435,413306985244;42,8;297;0,414;21;46;0,348;19;0,368;47;446;0,377;46;0,239
"Section";"32";2011;104;0,356;62;0,306;399;44,4;280;0,457;15;41;0,244;14;0,286;43;445;0,409;43;0,442
"Section";"32";2012;92;0,337;59;0,271;407;37,8;298;0,366;15;53;0,283;14;0,286;25;396;0,402;24;0,417
"Section";"32";2013;81;0,358;59;0,322;333;45;235;0,409;10;29;0,103;8;0;23;427;0,389;23;0,522
"Section";"32";2014;89;0,326;58;0,241;291;48,5;231;0,459;12;37;0,216;12;0,25;10;252;0,401;10;0,4
"Section";"32";2015;62;0,355;46;0,304;226;46,9;185;0,465;10;32;0,281;10;0,3;16;280;0,396;16;0,375
"Section";"32";2016;59;0,237;51;0,216;237;42,6;177;0,384;11;27;0,296;9;0,556;15;274;0,369;15;0,333
"Section";"32";2017;76;0,342;60;0,367;203;41,9;173;0,416;11;58;0,31;10;0,5;15;217;0,364;15;0,267
"Section";"32";2018;83;0,289;63;0,286;204;46,1;154;0,435;5;20;0,15;5;0;14;172;0,401;13;0,538
"Section";"32";2019;68;0,471;56;0,464;176;44,9;117;0,453;4;27;0,185;4;0,25;11;135;0,326;10;0,2
"Section";"32";2020;49;0,245;41;0,244;153;39,2;99;0,414;4;21;0,238;4;0,5;9;110;0,373;9;0,222
"Section";"33";2009;112,586505790167;0,3;67;0,224;437,977892070793;39,2;304;0,421;15;39;0,359;14;0,429;37;304;0,391;35;0,543
"Section";"33";2010;100,389634329566;0,299;56;0,321;369,518070899652;37,5;251;0,414;18;36;0,222;17;0,294;25;293;0,314;23;0,304
"Section";"33";2011;85;0,341;52;0,346;380;41,3;228;0,439;20;49;0,245;20;0,3;37;347;0,38;32;0,406
"Section";"33";2012;96;0,323;57;0,333;356;38,8;234;0,397;16;41;0,317;15;0,467;28;282;0,369;28;0,321
"Section";"33";2013;105;0,438;71;0,38;352;40,1;238;0,412;12;27;0,296;10;0,2;17;249;0,337;17;0,235
"Section";"33";2014;71;0,338;41;0,341;357;40,1;245;0,392;11;35;0,314;10;0,3;15;251;0,363;14;0,5
"Section";"33";2015;92;0,435;57;0,456;331;38,4;195;0,4;5;20;0,3;5;0,4;14;253;0,395;14;0,143
"Section";"33";2016;83;0,289;58;0,224;303;42,6;191;0,44;9;43;0,209;9;0,111;12;203;0,404;12;0,333
"Section";"33";2017;71;0,394;37;0,432;222;45,5;146;0,459;5;22;0,227;5;0,2;12;188;0,441;10;0,5
"Section";"33";2018;98;0,357;68;0,338;219;43,4;132;0,432;5;25;0,24;5;0,4;9;133;0,414;9;0,556
"Section";"33";2019;70;0,357;48;0,375;261;44,8;166;0,434;5;17;0,176;5;0,4;3;72;0,417;3;0,333
"Section";"33";2020;72;0,264;50;0,3;218;39;107;0,439;6;17;0,118;6;0,167;12;147;0,463;12;0,25
"Section";"34";2009;17,3907441016334;0,286;16;0,25;140,888262322473;21,3;121;0,198;5;16;0,063;5;0,2;11;90;0,2;11;0,182
"Section";"34";2010;9,10943738656987;0;8;0;72,1622807017544;25;52;0,25;NA;NA;NA;NA;NA;7;58;0,172;7;0,143
"Section";"34";2011;17;0;13;0;101;28,7;78;0,256;3;13;0;3;0;4;34;0,235;4;0,25
"Section";"34";2012;9;0;5;0;75;41,3;61;0,393;3;7;0;3;0;5;51;0,176;5;0
"Section";"34";2013;20;0,15;15;0,2;112;30,4;92;0,293;1;6;0,167;0;0;9;82;0,22;8;0
"Section";"34";2014;17;0,294;16;0,25;80;28,8;72;0,306;5;40;0,1;5;0;4;24;0,333;4;0,25
"Section";"34";2015;18;0,167;16;0,125;76;32,9;67;0,358;5;15;0,133;5;0,2;1;24;0,417;1;1
"Section";"34";2016;16;0,063;13;0;77;29,9;69;0,275;0;0;0;0;0;2;41;0,341;2;0
"Section";"34";2017;10;0,2;8;0,25;69;27,5;57;0,263;4;11;0,182;3;0;0;0;0;0;0
"Section";"34";2018;22;0,182;19;0,211;68;23,5;57;0,263;3;19;0,053;3;0,333;2;25;0,12;2;0
"Section";"34";2019;23;0,261;20;0,25;78;26,9;63;0,286;2;8;0,25;2;0,5;4;37;0,135;4;0,25
"Section";"34";2020;18;0,167;12;0;79;32,9;65;0,308;0;0;0;0;0;0;0;NA;0;0
"Section";"35";2009;68,335561577838;0,233;48;0,188;203,248127615889;41,1;141;0,39;16;45;0,178;13;0,231;29;163;0,405;28;0,321
"Section";"35";2010;62,7189400782897;0,149;53;0,151;175,689059464582;39,2;121;0,38;12;45;0,133;11;0,273;31;210;0,352;29;0,241
"Section";"35";2011;38;0,316;32;0,25;203;38,9;152;0,375;19;54;0,185;17;0,235;22;174;0,339;20;0,4
"Section";"35";2012;45;0,178;37;0,162;199;41,2;170;0,406;14;38;0,158;13;0;27;190;0,337;24;0,292
"Section";"35";2013;53;0,358;48;0,396;175;45,1;135;0,481;17;53;0,264;15;0,4;17;176;0,392;16;0,313
"Section";"35";2014;41;0,39;40;0,375;150;48;133;0,496;11;34;0,265;11;0,273;12;181;0,431;12;0,333
"Section";"35";2015;55;0,273;51;0,294;150;46;130;0,462;11;43;0,186;11;0,273;12;133;0,346;12;0,25
"Section";"35";2016;29;0,138;22;0,136;160;48,1;140;0,493;9;35;0,2;9;0,111;14;151;0,404;13;0,462
"Section";"35";2017;49;0,245;40;0,25;180;41,7;164;0,409;4;29;0,207;3;0,333;14;158;0,361;13;0,231
"Section";"35";2018;52;0,231;45;0,244;162;42;146;0,432;8;36;0,167;7;0,143;7;100;0,39;7;0,286
"Section";"35";2019;48;0,313;39;0,308;143;42;127;0,394;9;36;0,278;8;0,375;10;107;0,43;10;0,3
"Section";"35";2020;42;0,381;30;0,333;126;49,2;111;0,495;6;27;0,185;6;0,167;18;199;0,432;17;0,471
"Section";"36";2009;55,4456771614193;0,23;31;0,129;190,821526908636;41,8;128;0,414;5;9;0;5;0;7;52;0,346;7;0,143
"Section";"36";2010;52,7188405797101;0,172;35;0,114;186,708994001122;38,3;143;0,42;2;6;0,167;2;0;8;62;0,355;8;0,5
"Section";"36";2011;36;0,333;29;0,345;218;39,4;169;0,402;6;15;0,333;6;0,333;9;97;0,423;9;0,556
"Section";"36";2012;42;0,214;29;0,207;194;40,2;161;0,385;2;6;0,5;2;0;13;83;0,349;10;0,3
"Section";"36";2013;53;0,415;42;0,381;195;46,2;165;0,473;8;16;0,375;7;0,429;6;47;0,447;6;0,667
"Section";"36";2014;47;0,319;42;0,31;205;45,9;181;0,47;6;20;0,15;5;0,2;8;77;0,429;8;0,625
"Section";"36";2015;52;0,327;40;0,3;168;46,4;149;0,49;3;17;0,412;3;0,333;5;103;0,398;5;0,4
"Section";"36";2016;39;0,308;23;0,348;181;47,5;151;0,477;2;2;1;2;1;6;109;0,358;6;0,667
"Section";"36";2017;45;0,422;39;0,462;185;37,8;156;0,333;5;14;0,357;4;0,5;4;56;0,357;4;0,25
"Section";"36";2018;34;0,382;28;0,429;177;40,1;149;0,416;4;16;0,188;4;0,5;3;27;0,444;3;0,667
"Section";"36";2019;31;0,323;26;0,385;177;44,6;147;0,422;2;3;0,333;2;0,5;0;0;0;0;0
"Section";"36";2020;33;0,303;20;0,25;149;49,7;124;0,5;3;12;0,333;3;0;4;0;0;4;0
"Section";"37";2009;25;0,333;14;0,429;113,913850129199;37,7;93;0,366;5;11;0,273;5;0,4;10;53;0,302;8;0,25
"Section";"37";2010;13,1944444444444;0,421;12;0,333;80,4900258397933;36,4;62;0,403;3;7;0,286;2;0;9;56;0,446;7;0,286
"Section";"37";2011;17;0,176;13;0,154;93;37,6;70;0,4;5;7;0,286;4;0,5;5;32;0,25;5;0,4
"Section";"37";2012;16;0,125;10;0,2;93;39,8;76;0,382;2;5;0,4;1;0;3;16;0,375;3;0
"Section";"37";2013;14;0,429;12;0,5;91;44;71;0,394;2;19;0,211;2;0;4;30;0,3;4;0,5
"Section";"37";2014;22;0,273;18;0,333;101;47,5;85;0,494;2;10;0,1;2;0;2;11;0,364;1;1
"Section";"37";2015;20;0,05;14;0,071;80;35;71;0,324;2;4;0,5;2;0,5;3;71;0,451;3;0,333
"Section";"37";2016;15;0,133;12;0,167;71;49,3;56;0,5;5;8;0,5;4;0,5;2;6;0;2;0
"Section";"37";2017;12;0,25;11;0,273;75;41,3;57;0,404;0;0;0;0;0;4;29;0,483;3;0,667
"Section";"37";2018;18;0,333;16;0,375;88;42;68;0,471;1;1;0;1;0;2;7;0,143;2;0
"Section";"37";2019;23;0,174;18;0,222;86;45,3;62;0,387;1;1;1;1;1;1;11;0,091;1;1
"Section";"37";2020;23;0,391;19;0,316;84;39,3;70;0,4;3;5;0,4;1;1;1;11;0,091;1;0
"Section";"4";2009;2,69565217391304;0,15;1;1;269,609078744321;44,2;101;0,416;8;8;0,125;6;0;16;243;0,436;16;0,375
"Section";"4";2010;2,69565217391304;0,15;0;NA;202,005608253208;45;66;0,576;8;5;0;4;0;17;232;0,466;16;0,563
"Section";"4";2011;2;0,5;0;0;258;43,4;101;0,545;11;10;0,2;7;0,286;11;233;0,524;11;0,273
"Section";"4";2012;7;0,286;0;0;291;47,8;105;0,486;14;23;0,174;7;0,143;21;309;0,469;21;0,476
"Section";"4";2013;0;0;0;0;295;39,3;100;0,42;6;14;0,214;5;0,2;16;300;0,493;15;0,467
"Section";"4";2014;4;0,25;1;0;277;44,4;103;0,476;9;18;0,222;8;0,125;20;333;0,432;20;0,55
"Section";"4";2015;36;0,25;11;0,364;290;50,7;106;0,538;8;21;0,238;5;0,2;20;366;0,492;20;0,5
"Section";"4";2016;21;0,524;8;0,5;272;43;123;0,488;7;10;0,2;3;0,333;26;449;0,457;26;0,423
"Section";"4";2017;28;0,429;10;0,5;315;40,6;132;0,455;14;30;0,467;7;0,286;16;359;0,44;16;0,313
"Section";"4";2018;35;0,486;6;0,667;339;42,8;120;0,508;4;14;0,357;3;0,667;24;399;0,446;20;0,4
"Section";"4";2019;30;0,333;7;0,429;294;43,5;100;0,48;3;4;0,25;2;0,5;13;454;0,447;13;0,615
"Section";"4";2020;33;0,485;17;0,588;315;45,1;138;0,507;6;21;0,476;5;0,4;16;381;0,493;15;0,667
"Section";"5";2009;15,110119047619;0,407;4;0,25;325,421271986099;35,2;131;0,435;54;46;0,304;34;0,265;97;286;0,427;90;0,4
"Section";"5";2010;9,51377865961199;0,235;8;0,25;275,166341375587;41;128;0,469;46;46;0,239;27;0,259;88;267;0,483;85;0,506
"Section";"5";2011;11;0,273;7;0,429;315;41,6;173;0,428;52;55;0,291;34;0,294;89;328;0,47;80;0,425
"Section";"5";2012;16;0,313;7;0,143;313;40,3;191;0,408;38;60;0,283;19;0,158;87;309;0,417;82;0,39
"Section";"5";2013;18;0,222;5;0,4;316;38;166;0,367;27;33;0,121;19;0,053;72;395;0,41;72;0,5
"Section";"5";2014;8;0,25;3;0;308;38,3;185;0,384;29;35;0,314;22;0,364;52;329;0,383;50;0,44
"Section";"5";2015;207;0,357;120;0,333;302;36,4;178;0,41;58;129;0,372;48;0,333;54;343;0,353;54;0,37
"Section";"5";2016;143;0,343;73;0,329;294;39,8;179;0,425;56;135;0,341;53;0,264;57;331;0,402;55;0,491
"Section";"5";2017;112;0,393;60;0,433;290;36,6;185;0,378;40;129;0,372;33;0,485;57;461;0,447;56;0,464
"Section";"5";2018;99;0,374;46;0,413;291;37,1;152;0,329;28;105;0,305;28;0,25;39;392;0,37;37;0,405
"Section";"5";2019;99;0,364;45;0,422;288;37,8;143;0,35;22;96;0,385;21;0,286;47;341;0,352;46;0,196
"Section";"5";2020;105;0,4;51;0,451;261;35,2;136;0,368;24;95;0,368;24;0,167;45;350;0,386;44;0,477
"Section";"6";2009;9,37288854935914;0,226;0;NA;349,703193926159;48,9;163;0,564;37;20;0,25;17;0,294;126;316;0,541;100;0,65
"Section";"6";2010;9,07053730583142;0,267;3;0,333;334,961607296953;48,2;180;0,572;43;22;0,273;15;0,333;159;354;0,517;126;0,54
"Section";"6";2011;4;0;1;0;296;46,6;134;0,522;46;26;0,192;23;0,174;121;409;0,501;101;0,535
"Section";"6";2012;12;0,167;1;0;332;45,2;169;0,515;46;28;0,286;13;0,231;134;325;0,498;103;0,544
"Section";"6";2013;12;0,167;2;0;383;49,3;198;0,535;26;19;0,263;16;0,313;121;418;0,493;111;0,541
"Section";"6";2014;9;0,444;5;0,6;358;53,9;195;0,559;31;28;0,214;21;0,19;115;359;0,515;109;0,578
"Section";"6";2015;202;0,51;61;0,59;410;49,5;230;0,561;35;56;0,5;23;0,478;91;441;0,542;84;0,667
"Section";"6";2016;116;0,448;37;0,595;326;44,5;187;0,417;68;84;0,536;48;0,521;93;395;0,529;90;0,533
"Section";"6";2017;119;0,504;44;0,568;329;49,8;200;0,56;49;70;0,529;39;0,538;98;401;0,526;85;0,553
"Section";"6";2018;88;0,443;25;0,48;330;51,8;183;0,568;40;70;0,557;28;0,643;93;422;0,517;81;0,593
"Section";"6";2019;113;0,46;35;0,6;367;51,2;196;0,526;32;83;0,422;27;0,37;85;434;0,484;77;0,584
"Section";"6";2020;119;0,487;36;0,639;396;53;201;0,552;16;57;0,544;14;0,643;85;377;0,485;76;0,579
"Section";"60";2009;178,878321729393;0,09;114;0,088;517,547941753361;22,7;313;0,224;55;146;0,13;48;0,125;118;432;0,199;102;0,157
"Section";"60";2010;161,079483746369;0,155;98;0,112;491,58679904405;21,5;289;0,176;53;130;0,077;47;0,064;114;378;0,196;102;0,206
"Section";"60";2011;162;0,179;117;0,197;522;20,7;363;0,212;60;157;0,146;54;0,111;83;415;0,176;77;0,13
"Section";"60";2012;170;0,112;118;0,127;466;19,5;336;0,185;58;140;0,157;48;0,229;99;410;0,183;87;0,253
"Section";"60";2013;168;0,149;116;0,147;488;19,7;321;0,193;39;103;0,117;35;0,171;92;473;0,201;83;0,217
"Section";"60";2014;156;0,147;108;0,111;427;24,4;272;0,221;45;124;0,065;41;0,098;66;449;0,178;62;0,21
"Section";"60";2015;143;0,119;115;0,104;431;27,1;315;0,254;30;117;0,094;25;0,08;54;468;0,226;51;0,118
"Section";"60";2016;132;0,174;98;0,163;397;24,4;318;0,245;25;134;0,09;25;0,12;47;439;0,23;44;0,273
"Section";"60";2017;134;0,179;108;0,185;375;26,4;297;0,269;30;111;0,126;28;0,214;58;441;0,24;51;0,314
"Section";"60";2018;167;0,156;135;0,156;397;23,7;324;0,238;19;87;0,149;19;0,105;57;417;0,252;54;0,185
"Section";"60";2019;141;0,22;117;0,205;451;24,6;357;0,255;22;100;0,13;21;0,19;51;372;0,255;49;0,286
"Section";"60";2020;140;0,164;118;0,136;480;27,9;342;0,257;37;140;0,136;35;0,229;42;423;0,279;40;0,25
"Section";"61";2009;117,392230576441;0,145;64;0,141;467,318212705262;20,4;220;0,195;32;87;0,126;27;0,148;58;349;0,206;51;0,176
"Section";"61";2010;108,885547201337;0,102;53;0,057;426,681846383065;22;223;0,22;36;80;0,15;29;0,138;56;352;0,222;50;0,16
"Section";"61";2011;148;0,155;79;0,19;476;22,7;236;0,229;37;95;0,168;34;0,088;64;392;0,25;63;0,302
"Section";"61";2012;121;0,14;71;0,127;441;23,4;268;0,243;36;108;0,157;33;0,121;51;324;0,228;48;0,146
"Section";"61";2013;133;0,165;81;0,16;412;21,4;219;0,192;14;65;0,123;13;0,154;52;347;0,219;51;0,157
